id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery_type,RID,profit,address code,departure state
4848,Chattanooga,0.5,91.475,1,South,fynota,Home Office,sweets,Second Class,9456,-1.8295,37421,Tennessee
4849,Newark,0,9.45,3,East,kariox,Consumer,tablet,Standard Class,9744,4.536,19711,Delaware
4850,Troy,0,208.56,6,East,kariox,Consumer,laptop,First Class,56,52.14,12180,New York
4851,Troy,0,32.4,5,East,kariox,Consumer,phone,First Class,57,15.552,12180,New York
4852,Troy,0.1,319.41,5,East,qexty,Consumer,tshirts,First Class,58,7.098,12180,New York
4853,Troy,0,14.56,2,East,kariox,Consumer,phone,First Class,59,6.9888,12180,New York
4854,Troy,0,30,2,East,fynota,Consumer,chocolates,First Class,60,3.3,12180,New York
4855,Philadelphia,0.2,6.848,2,East,kariox,Corporate,phone,Second Class,9548,2.14,19134,Pennsylvania
4856,Troy,0.2,48.48,4,East,kariox,Consumer,headset,First Class,61,16.362,12180,New York
4857,San Diego,0,111.96,2,West,kariox,Consumer,phone,Standard Class,1552,54.8604,92024,California
4858,Los Angeles,0.15,239.666,2,West,qexty,Consumer,pants,First Class,6616,14.098,90045,California
4859,Los Angeles,0,22.5,6,West,kariox,Consumer,tablet,First Class,6617,10.8,90045,California
4860,Los Angeles,0,219.84,4,West,kariox,Consumer,phone,First Class,6618,107.7216,90045,California
4861,Longmont,0.2,266.352,3,West,qexty,Consumer,shorts,First Class,7532,-13.3176,80501,Colorado
4862,Longmont,0.2,483.136,4,West,qexty,Consumer,tshirts,First Class,7533,54.3528,80501,Colorado
4863,Waterbury,0,7.96,2,East,kariox,Corporate,headset,Standard Class,7744,3.7412,6708,Connecticut
4864,Waterbury,0,566.97,3,East,fynota,Corporate,colddrinks,Standard Class,7745,153.0819,6708,Connecticut
4865,Waterbury,0,9.84,3,East,kariox,Corporate,television,Standard Class,7746,2.8536,6708,Connecticut
4866,Rochester,0.4,376.866,3,East,qexty,Corporate,hoodies,Standard Class,9604,-213.5574,14609,New York
4867,Troy,0,1.68,1,East,kariox,Consumer,television,First Class,62,0.84,12180,New York
4868,New York City,0,122.12,4,East,kariox,Consumer,tablet,Standard Class,2085,56.1752,10009,New York
4869,Chicago,0.2,5.304,3,Central,kariox,Corporate,television,Standard Class,6506,0.4641,60653,Illinois
4870,New York City,0,324.9,5,East,kariox,Consumer,laptop,Standard Class,2087,38.988,10009,New York
4871,Roseville,0,171.04,4,Central,kariox,Home Office,laptop,Same Day,8262,44.4704,48066,Michigan
4872,Los Angeles,0,231.72,2,West,kariox,Corporate,charger,Same Day,8687,11.586,90036,California
4873,Los Angeles,0,17.9,5,West,kariox,Corporate,lighting,Same Day,8688,8.95,90036,California
4874,Los Angeles,0,12.48,2,West,kariox,Corporate,phone,Same Day,8689,5.616,90036,California
4875,New York City,0,20.97,3,East,fynota,Corporate,chocolates,Standard Class,9025,9.0171,10035,New York
4876,New York City,0,139.96,4,East,fynota,Corporate,chocolates,Standard Class,9026,9.7972,10035,New York
4877,New York City,0,37.74,3,East,qexty,Corporate,shorts,Standard Class,9027,12.8316,10035,New York
4878,Atlanta,0,135.95,1,South,fynota,Consumer,colddrinks,Standard Class,9774,39.4255,30318,Georgia
4879,Highland Park,0.2,37.464,7,Central,kariox,Corporate,phone,Standard Class,2904,12.1758,60035,Illinois
4880,Highland Park,0.3,539.658,3,Central,qexty,Corporate,tshirts,Standard Class,2905,-7.7094,60035,Illinois
4881,San Francisco,0.2,201.584,2,West,fynota,Consumer,colddrinks,Second Class,6149,12.599,94109,California
4882,Chicago,0.2,359.976,3,Central,fynota,Consumer,colddrinks,Second Class,3922,35.9976,60610,Illinois
4883,Los Angeles,0.2,7.752,3,West,kariox,Corporate,headset,Same Day,4307,2.8101,90032,California
4884,Los Angeles,0.2,33.568,2,West,kariox,Corporate,headset,Same Day,4308,11.7488,90032,California
4885,Paterson,0,121.96,2,East,qexty,Consumer,tshirts,Second Class,6751,20.7332,7501,New Jersey
4886,Paterson,0,8.74,2,East,kariox,Consumer,battery,Second Class,6752,2.2724,7501,New Jersey
4887,Paterson,0,61.96,2,East,kariox,Consumer,phone,Second Class,6753,27.882,7501,New Jersey
4888,Paterson,0,7.96,2,East,kariox,Consumer,headset,Second Class,6754,3.7412,7501,New Jersey
4889,Paterson,0,275.24,4,East,kariox,Consumer,battery,Second Class,6755,121.1056,7501,New Jersey
4890,Florence,0,191.88,6,South,kariox,Consumer,laptop,Second Class,1901,19.188,29501,South Carolina
4891,Seattle,0,1115.17,7,West,qexty,Corporate,hoodies,Standard Class,9060,334.551,98103,Washington
4892,Roseville,0,8.02,1,Central,kariox,Home Office,headset,Same Day,8261,3.7694,48066,Michigan
4893,Roseville,0,368.91,9,Central,kariox,Home Office,phone,Same Day,8260,180.7659,48066,Michigan
4894,San Francisco,0,22.14,3,West,qexty,Consumer,shorts,Standard Class,3957,6.4206,94109,California
4895,Providence,0,14.9,5,East,kariox,Consumer,laptop,Standard Class,1286,1.043,2908,Rhode Island
4896,New York City,0,146.73,3,East,kariox,Consumer,phone,Standard Class,2088,68.9631,10009,New York
4897,New York City,0,3.96,2,East,kariox,Consumer,lighting,Standard Class,2089,1.4652,10009,New York
4898,Buffalo,0,835.17,7,East,kariox,Consumer,charger,Standard Class,3944,16.7034,14215,New York
4899,San Francisco,0,93.68,4,West,kariox,Consumer,laptop,Second Class,6928,25.2936,94109,California
4900,San Francisco,0,21.93,3,West,kariox,Consumer,tablet,Second Class,6929,10.3071,94109,California
4901,San Francisco,0.2,862.344,7,West,fynota,Consumer,colddrinks,Second Class,6930,97.0137,94109,California
4902,San Francisco,0,19.98,1,West,kariox,Consumer,phone,Second Class,6931,9.3906,94109,California
4903,New York City,0,25.83,7,East,kariox,Consumer,tablet,Second Class,7019,12.1401,10035,New York
4904,San Diego,0.2,38.24,4,West,fynota,Consumer,colddrinks,Standard Class,3529,-9.56,92024,California
4905,Richmond,0,440.91,9,Central,fynota,Consumer,colddrinks,Standard Class,4688,123.4548,47374,Indiana
4906,New York City,0,18.45,5,East,kariox,Consumer,tablet,Standard Class,2086,8.6715,10009,New York
4907,Houston,0.8,8.712,2,Central,kariox,Corporate,battery,Standard Class,4704,-19.602,77095,Texas
4908,San Diego,0,104.85,1,West,kariox,Consumer,phone,Second Class,9167,50.328,92037,California
4909,San Diego,0,241.44,3,West,kariox,Consumer,battery,Second Class,9168,72.432,92037,California
4910,York,0.3,422.058,3,East,qexty,Corporate,tshirts,Standard Class,2146,-18.0882,17403,Pennsylvania
4911,York,0.7,38.088,4,East,kariox,Corporate,headset,Standard Class,2147,-27.9312,17403,Pennsylvania
4912,York,0.2,254.352,6,East,kariox,Corporate,laptop,Standard Class,2148,-50.8704,17403,Pennsylvania
4913,Los Angeles,0,60.81,3,West,kariox,Consumer,battery,Standard Class,2191,17.0268,90049,California
4914,Houston,0.3,85.246,2,Central,qexty,Consumer,tshirts,Second Class,7426,-6.089,77070,Texas
4915,Houston,0.6,32.712,2,Central,qexty,Consumer,shorts,Second Class,7427,-26.1696,77070,Texas
4916,New York City,0,14.7,5,East,kariox,Corporate,television,Standard Class,480,6.615,10024,New York
4917,New York City,0,704.25,5,East,kariox,Corporate,laptop,Standard Class,481,84.51,10024,New York
4918,San Diego,0.2,4476.8,4,West,fynota,Consumer,sweets,Second Class,9166,503.64,92037,California
4919,Boca Raton,0.2,18.464,2,South,fynota,Consumer,chocolates,First Class,7993,2.308,33433,Florida
4920,Plano,0.2,13.616,2,Central,fynota,Home Office,chocolates,Second Class,1694,3.5742,75023,Texas
4921,Philadelphia,0.4,337.176,2,East,qexty,Corporate,hoodies,Standard Class,7880,-118.0116,19140,Pennsylvania
4922,Newark,0,11.16,2,East,kariox,Consumer,television,Standard Class,3728,2.79,19711,Delaware
4923,Newark,0,14.94,3,East,kariox,Consumer,tablet,Standard Class,3729,6.8724,19711,Delaware
4924,Santa Clara,0.2,21.552,6,West,kariox,Consumer,headset,First Class,5523,7.0044,95051,California
4925,Santa Clara,0,58.24,4,West,kariox,Consumer,battery,First Class,5524,15.7248,95051,California
4926,Seattle,0,61.38,6,West,kariox,Corporate,charger,Standard Class,9375,15.9588,98105,Washington
4927,Chicago,0.2,328.224,4,Central,fynota,Consumer,colddrinks,Standard Class,265,28.7196,60610,Illinois
4928,Lowell,0,714.3,5,East,kariox,Consumer,laptop,First Class,434,207.147,1852,Massachusetts
4929,Lowell,0,105.52,4,East,kariox,Corporate,phone,Second Class,5085,48.5392,1852,Massachusetts
4930,Little Rock,0,179.94,6,South,fynota,Consumer,chocolates,First Class,5532,75.5748,72209,Arkansas
4931,Little Rock,0,26.85,3,South,fynota,Consumer,chocolates,First Class,5533,5.1015,72209,Arkansas
4932,Little Rock,0,323.37,3,South,fynota,Consumer,chocolates,First Class,5534,129.348,72209,Arkansas
4933,Little Rock,0,59.94,3,South,kariox,Consumer,phone,First Class,5535,28.1718,72209,Arkansas
4934,Little Rock,0,64.14,3,South,kariox,Consumer,headset,First Class,5536,30.7872,72209,Arkansas
4935,Little Rock,0,11.67,3,South,kariox,Consumer,headset,First Class,5537,5.6016,72209,Arkansas
4936,Little Rock,0,12.96,2,South,kariox,Consumer,phone,First Class,5538,6.2208,72209,Arkansas
4937,Los Angeles,0,22.05,7,West,kariox,Home Office,tablet,Standard Class,9120,10.584,90036,California
4938,Los Angeles,0,99.9,5,West,kariox,Home Office,phone,Standard Class,9121,46.953,90036,California
4939,Santa Barbara,0.2,3023.928,9,West,fynota,Home Office,colddrinks,Standard Class,9661,226.7946,93101,California
4940,Santa Barbara,0,26.96,2,West,fynota,Home Office,chocolates,Standard Class,9662,3.7744,93101,California
4941,Santa Barbara,0.2,477.6,3,West,fynota,Home Office,colddrinks,Standard Class,9663,161.19,93101,California
4942,Fairfield,0.2,466.32,3,East,qexty,Consumer,shorts,Standard Class,9898,34.974,45014,Ohio
4943,Newark,0,360.38,2,East,kariox,Consumer,laptop,Standard Class,3727,93.6988,19711,Delaware
4944,Philadelphia,0.2,7.56,3,East,kariox,Home Office,tablet,Standard Class,1135,2.646,19134,Pennsylvania
4945,Boca Raton,0.7,39.936,4,South,kariox,Consumer,headset,First Class,7992,-26.624,33433,Florida
4946,Philadelphia,0.2,124.608,4,East,kariox,Home Office,laptop,Standard Class,1134,-23.364,19134,Pennsylvania
4947,Decatur,0.6,32.064,3,Central,qexty,Consumer,shorts,Standard Class,8901,-12.8256,62521,Illinois
4948,Decatur,0.3,191.079,3,Central,qexty,Consumer,tshirts,Standard Class,8903,-38.2158,62521,Illinois
4949,Decatur,0.2,10.368,2,Central,kariox,Consumer,phone,Standard Class,8904,3.6288,62521,Illinois
4950,New York City,0.2,7.152,3,East,kariox,Consumer,headset,Standard Class,9631,2.3244,10011,New York
4951,New York City,0,179.7,6,East,fynota,Consumer,colddrinks,Standard Class,9632,88.053,10011,New York
4952,Philadelphia,0.2,64.784,1,East,kariox,Corporate,laptop,First Class,2851,-12.9568,19120,Pennsylvania
4953,Seattle,0,30.18,3,West,kariox,Corporate,phone,Standard Class,7211,13.8828,98115,Washington
4954,Seattle,0.2,51.648,12,West,kariox,Corporate,headset,Standard Class,7212,18.7224,98115,Washington
4955,Seattle,0.2,11.232,3,West,kariox,Corporate,headset,Standard Class,7213,3.9312,98115,Washington
4956,Los Angeles,0.2,71.088,2,West,qexty,Corporate,hoodies,Second Class,9938,-1.7772,90049,California
4957,Fairfield,0.2,82.64,2,East,qexty,Consumer,shorts,Standard Class,9899,0,45014,Ohio
4958,Springfield,0,75.88,2,South,kariox,Consumer,phone,First Class,70,35.6636,22153,Virginia
4959,Chicago,0.6,419.68,5,Central,qexty,Consumer,shorts,Second Class,239,-356.728,60610,Illinois
4960,Chicago,0.6,11.688,3,Central,qexty,Consumer,shorts,Second Class,240,-4.6752,60610,Illinois
4961,Chicago,0.2,31.984,2,Central,fynota,Consumer,colddrinks,Second Class,241,11.1944,60610,Illinois
4962,Chicago,0.5,177.225,5,Central,qexty,Consumer,hoodies,Second Class,242,-120.513,60610,Illinois
4963,Chicago,0.6,4.044,3,Central,qexty,Consumer,shorts,Second Class,243,-2.8308,60610,Illinois
4964,Chicago,0.2,7.408,2,Central,kariox,Consumer,television,Second Class,244,1.2038,60610,Illinois
4965,New York City,0,14.94,3,East,kariox,Consumer,phone,Same Day,2602,7.0218,10035,New York
4966,New York City,0,1349.85,3,East,fynota,Consumer,sweets,Same Day,2603,364.4595,10035,New York
4967,New York City,0.2,136.784,1,East,qexty,Consumer,pants,Same Day,2604,5.1294,10035,New York
4968,New York City,0,61.12,4,East,qexty,Consumer,shorts,Same Day,2605,20.7808,10035,New York
4969,Chicago,0.2,25.92,5,Central,kariox,Consumer,phone,Second Class,238,9.396,60610,Illinois
4970,New York City,0,32.4,5,East,kariox,Home Office,phone,First Class,3149,15.552,10035,New York
4971,Decatur,0.2,18.496,4,Central,kariox,Consumer,phone,Standard Class,8902,6.7048,62521,Illinois
4972,Bakersfield,0,4.73,1,West,kariox,Home Office,phone,Standard Class,3578,2.3177,93309,California
4973,Chicago,0.2,313.488,7,Central,kariox,Home Office,phone,Second Class,438,113.6394,60623,Illinois
4974,Chicago,0.2,23.12,5,Central,kariox,Consumer,phone,Standard Class,2903,8.381,60610,Illinois
4975,Long Beach,0,92.94,3,East,kariox,Consumer,phone,Standard Class,7148,41.823,11561,New York
4976,Long Beach,0,52.56,3,East,kariox,Consumer,battery,Standard Class,7149,18.396,11561,New York
4977,Pasadena,0,185.88,6,West,kariox,Corporate,phone,Standard Class,8224,83.646,91104,California
4978,Pasadena,0,12.96,2,West,kariox,Corporate,phone,Standard Class,8225,6.2208,91104,California
4979,Houston,0.8,64.384,4,Central,kariox,Home Office,battery,Second Class,8717,-160.96,77070,Texas
4980,Houston,0.6,6.984,2,Central,qexty,Home Office,shorts,Second Class,8718,-4.5396,77070,Texas
4981,Bakersfield,0.2,4.784,1,West,kariox,Home Office,headset,Standard Class,3577,1.5548,93309,California
4982,Houston,0.2,15.552,3,Central,kariox,Home Office,phone,Second Class,8720,5.6376,77070,Texas
4983,Chicago,0.3,1007.979,3,Central,fynota,Home Office,sweets,Second Class,437,43.1991,60623,Illinois
4984,Houston,0.3,379.372,2,Central,qexty,Home Office,tshirts,Second Class,8721,-119.2312,77070,Texas
4985,Houston,0.8,1.524,2,Central,kariox,Home Office,headset,Second Class,8723,-2.667,77070,Texas
4986,Jackson,0,377.97,3,Central,fynota,Home Office,colddrinks,Second Class,3662,94.4925,49201,Michigan
4987,Wichita,0,18.9,3,Central,kariox,Consumer,tablet,Standard Class,4142,8.694,67212,Kansas
4988,New York City,0.2,33.568,2,East,kariox,Consumer,headset,Second Class,6594,11.7488,10024,New York
4989,San Francisco,0,7.04,4,West,kariox,Home Office,television,First Class,1099,2.0416,94122,California
4990,San Francisco,0,8.73,3,West,qexty,Home Office,shorts,First Class,1100,4.1031,94122,California
4991,San Francisco,0,29.29,1,West,fynota,Home Office,chocolates,First Class,1101,9.6657,94122,California
4992,San Francisco,0,8.64,3,West,kariox,Home Office,television,First Class,1102,2.5056,94122,California
4993,Los Angeles,0.15,599.165,5,West,qexty,Home Office,pants,Same Day,5428,35.245,90036,California
4994,Anaheim,0.2,1293.488,7,West,qexty,Corporate,hoodies,Same Day,5871,80.843,92804,California
4995,Houston,0.2,67.536,9,Central,kariox,Home Office,laptop,Second Class,8722,6.7536,77070,Texas
4996,Wilmington,0,68.04,7,East,fynota,Consumer,colddrinks,First Class,124,19.7316,19805,Delaware
4997,Houston,0.2,11.264,8,Central,kariox,Home Office,television,Second Class,8719,3.9424,77070,Texas
4998,Wilmington,0,226.56,6,East,kariox,Consumer,laptop,First Class,122,63.4368,19805,Delaware
4999,Philadelphia,0.2,9.648,6,East,kariox,Home Office,lighting,Standard Class,9583,3.4974,19120,Pennsylvania
5000,Wilmington,0,115.02,9,East,kariox,Consumer,watch,First Class,123,51.759,19805,Delaware
5001,Los Angeles,0.2,177.48,3,West,fynota,Consumer,colddrinks,Standard Class,1927,19.9665,90045,California
5002,Tallahassee,0.5,695.7,2,South,fynota,Consumer,sweets,First Class,2839,-27.828,32303,Florida
5003,San Francisco,0.2,122.352,3,West,qexty,Consumer,tshirts,Standard Class,5468,13.7646,94109,California
5004,Minneapolis,0,692.94,3,Central,qexty,Home Office,hoodies,Standard Class,6047,173.235,55407,Minnesota
5005,Los Angeles,0,20.7,2,West,kariox,Consumer,tablet,Standard Class,557,9.936,90045,California
5006,Los Angeles,0,32.4,5,West,kariox,Consumer,phone,Standard Class,559,15.552,90045,California
5007,Philadelphia,0.2,23.616,8,East,kariox,Consumer,tablet,First Class,4583,7.9704,19140,Pennsylvania
5008,Arlington,0.8,1.344,4,Central,kariox,Corporate,headset,Standard Class,2428,-2.1504,76017,Texas
5009,Arlington,0.8,8.272,4,Central,kariox,Corporate,headset,Standard Class,2429,-13.6488,76017,Texas
5010,Los Angeles,0.2,1335.68,4,West,qexty,Consumer,hoodies,Standard Class,558,-217.048,90045,California
5011,New York City,0,239.97,3,East,fynota,Consumer,chocolates,Second Class,2758,71.991,10035,New York
5012,Arlington,0.6,12.544,7,Central,qexty,Corporate,shorts,Standard Class,2430,-9.0944,76017,Texas
5013,Wilmington,0,47.04,3,East,qexty,Consumer,shorts,First Class,120,18.3456,19805,Delaware
5014,Decatur,0,16.74,3,South,kariox,Corporate,headset,First Class,81,8.0352,35601,Alabama
5015,Decatur,0,208.16,1,South,kariox,Corporate,battery,First Class,80,56.2032,35601,Alabama
5016,Los Angeles,0,14.62,2,West,kariox,Corporate,tablet,Second Class,3,6.8714,90036,California
5017,Wilmington,0,30.84,4,East,kariox,Consumer,headset,First Class,121,13.878,19805,Delaware
5018,Seattle,0,389.97,3,West,fynota,Consumer,chocolates,Standard Class,5670,132.5898,98103,Washington
5019,Seattle,0.2,53.984,14,West,kariox,Consumer,headset,Standard Class,5669,17.5448,98103,Washington
5020,Seattle,0,14.62,2,West,kariox,Consumer,tablet,Standard Class,5668,6.8714,98103,Washington
5021,Los Angeles,0.2,902.712,3,West,qexty,Consumer,hoodies,Standard Class,8370,33.8517,90049,California
5022,Newark,0.2,99.488,2,East,kariox,Corporate,laptop,Same Day,5667,8.7052,43055,Ohio
5023,Hattiesburg,0,504.9,5,South,qexty,Consumer,pants,Standard Class,5990,126.225,39401,Mississippi
5024,San Francisco,0.2,35.984,2,West,fynota,Home Office,colddrinks,First Class,7278,4.498,94110,California
5025,San Francisco,0,389.97,3,West,fynota,Home Office,chocolates,First Class,7279,132.5898,94110,California
5026,Long Beach,0,89.95,5,East,fynota,Consumer,colddrinks,Second Class,7987,43.176,11561,New York
5027,Philadelphia,0.7,1.941,1,East,kariox,Corporate,headset,Second Class,2071,-1.294,19134,Pennsylvania
5028,Newark,0.2,18.656,2,East,kariox,Corporate,television,Same Day,5664,1.3992,43055,Ohio
5029,Newark,0.7,11.088,7,East,kariox,Corporate,headset,Same Day,5665,-8.1312,43055,Ohio
5030,Newark,0.2,66.688,1,East,kariox,Corporate,laptop,Same Day,5666,4.168,43055,Ohio
5031,Concord,0.2,6.264,3,South,kariox,Consumer,tablet,Standard Class,5833,2.0358,28027,North Carolina
5032,Sparks,0,86.2,5,West,kariox,Home Office,charger,Standard Class,5453,24.998,89431,Nevada
5033,Roseville,0,419.9,5,West,kariox,Corporate,watch,Standard Class,6560,197.353,95661,California
5034,Roseville,0,3.15,1,West,kariox,Corporate,tablet,Standard Class,6561,1.512,95661,California
5035,San Francisco,0,6.3,2,West,kariox,Corporate,tablet,Second Class,1117,3.024,94110,California
5036,Allentown,0.2,4.16,2,East,kariox,Consumer,television,Standard Class,1527,0.364,18103,Pennsylvania
5037,Allentown,0.2,11.648,2,East,qexty,Consumer,shorts,Standard Class,1528,3.3488,18103,Pennsylvania
5038,Westland,0,109.95,1,Central,fynota,Consumer,chocolates,Standard Class,4441,36.2835,48185,Michigan
5039,Westland,0,965.85,5,Central,kariox,Consumer,laptop,Standard Class,4442,135.219,48185,Michigan
5040,Westland,0,29.2,5,Central,kariox,Consumer,television,Standard Class,4443,10.512,48185,Michigan
5041,Westland,0,32.4,5,Central,kariox,Consumer,phone,Standard Class,4444,15.552,48185,Michigan
5042,Concord,0.2,363.92,5,South,qexty,Consumer,tshirts,Standard Class,5834,0,28027,North Carolina
5043,Hattiesburg,0,8.6,1,South,kariox,Consumer,headset,Standard Class,5989,4.042,39401,Mississippi
5044,Seattle,0,12.42,3,West,qexty,Consumer,shorts,Second Class,6274,4.4712,98105,Washington
5045,Hattiesburg,0,87.92,4,South,kariox,Consumer,laptop,Standard Class,5987,0.8792,39401,Mississippi
5046,Columbia,0,37.68,2,East,kariox,Corporate,battery,Standard Class,8757,10.5504,21044,Maryland
5047,Seattle,0,428.4,3,West,fynota,Consumer,chocolates,Second Class,6275,89.964,98105,Washington
5048,Seattle,0,24.75,5,West,qexty,Consumer,shorts,Second Class,6276,10.89,98105,Washington
5049,Seattle,0,87.71,7,West,kariox,Consumer,tablet,Second Class,6277,41.2237,98105,Washington
5050,Seattle,0,69.52,2,West,kariox,Consumer,laptop,Second Class,6278,17.38,98105,Washington
5051,Seattle,0.2,20.784,2,West,fynota,Consumer,colddrinks,Second Class,6279,-4.6764,98105,Washington
5052,Seattle,0.2,12.816,3,West,kariox,Consumer,headset,Second Class,6280,4.1652,98105,Washington
5053,New York City,0,45.96,2,East,kariox,Consumer,battery,Standard Class,7842,13.788,10024,New York
5054,Denver,0.2,544.008,3,West,qexty,Corporate,tshirts,Standard Class,1201,40.8006,80219,Colorado
5055,Denver,0.7,1.872,3,West,kariox,Corporate,headset,Standard Class,1202,-1.4352,80219,Colorado
5056,Hattiesburg,0,245.94,6,South,kariox,Consumer,phone,Standard Class,5988,120.5106,39401,Mississippi
5057,Denver,0.2,854.352,3,West,qexty,Corporate,tshirts,Standard Class,1203,10.6794,80219,Colorado
5058,Denver,0.2,338.04,3,West,kariox,Corporate,laptop,Standard Class,1205,-33.804,80219,Colorado
5059,Bowling Green,0,140.81,1,South,qexty,Corporate,tshirts,Standard Class,1842,39.4268,42104,Kentucky
5060,Glendale,0.2,33.8,5,West,kariox,Corporate,charger,Standard Class,3661,4.225,85301,Arizona
5061,Dallas,0.2,15.576,3,Central,fynota,Consumer,chocolates,Second Class,4730,3.3099,75217,Texas
5062,Phoenix,0.2,55.992,1,West,fynota,Consumer,colddrinks,Standard Class,6848,3.4995,85023,Arizona
5063,Philadelphia,0.2,11.264,8,East,kariox,Home Office,television,Standard Class,8139,1.2672,19140,Pennsylvania
5064,Philadelphia,0.2,284.08,10,East,kariox,Home Office,laptop,Standard Class,8140,24.857,19140,Pennsylvania
5065,Philadelphia,0.2,18.496,4,East,kariox,Home Office,phone,Standard Class,8141,6.7048,19140,Pennsylvania
5066,Hattiesburg,0,185.58,6,South,qexty,Consumer,shorts,Standard Class,5985,76.0878,39401,Mississippi
5067,Hattiesburg,0,77.56,2,South,kariox,Consumer,headset,Standard Class,5986,35.6776,39401,Mississippi
5068,Denver,0.2,593.568,2,West,kariox,Corporate,laptop,Standard Class,1204,0,80219,Colorado
5069,Columbia,0,51.84,8,East,kariox,Corporate,phone,Standard Class,8758,24.8832,21044,Maryland
5070,Jackson,0,2430.08,8,South,qexty,Consumer,hoodies,Standard Class,3581,388.8128,39212,Mississippi
5071,Columbia,0,5.4,3,East,kariox,Corporate,headset,Standard Class,8760,2.592,21044,Maryland
5072,Milwaukee,0,124.25,7,Central,fynota,Corporate,chocolates,Second Class,9892,48.4575,53209,Wisconsin
5073,Milwaukee,0,297.55,5,Central,fynota,Corporate,colddrinks,Second Class,9893,83.314,53209,Wisconsin
5074,Milwaukee,0,403.56,4,Central,qexty,Corporate,tshirts,Second Class,9894,96.8544,53209,Wisconsin
5075,Milwaukee,0,95.2,5,Central,qexty,Corporate,shorts,Second Class,9895,27.608,53209,Wisconsin
5076,Holland,0,20.44,7,Central,kariox,Home Office,lighting,Standard Class,5679,9.198,49423,Michigan
5077,Holland,0,109.92,2,Central,kariox,Home Office,phone,Standard Class,5680,53.8608,49423,Michigan
5078,Los Angeles,0,18.9,3,West,kariox,Consumer,tablet,Standard Class,6927,8.694,90032,California
5079,Bethlehem,0.5,177.45,5,East,qexty,Consumer,pants,First Class,8632,-78.078,18018,Pennsylvania
5080,Bethlehem,0.7,1369.764,6,East,kariox,Consumer,headset,First Class,8633,-913.176,18018,Pennsylvania
5081,Bethlehem,0.2,9.48,3,East,kariox,Consumer,battery,First Class,8634,0.711,18018,Pennsylvania
5082,Pasadena,0.6,24.7,5,Central,qexty,Home Office,shorts,Standard Class,9592,-9.88,77506,Texas
5083,Pasadena,0.6,302.72,5,Central,qexty,Home Office,shorts,Standard Class,9593,-378.4,77506,Texas
5084,Philadelphia,0.2,84.784,2,East,kariox,Corporate,laptop,Standard Class,3445,-16.9568,19140,Pennsylvania
5085,Pensacola,0.7,2.214,3,South,kariox,Consumer,headset,First Class,4879,-1.476,32503,Florida
5086,Charlotte,0.2,704.76,5,South,kariox,Consumer,laptop,Standard Class,8649,26.4285,28205,North Carolina
5087,Charlotte,0.7,27.396,3,South,kariox,Consumer,headset,Standard Class,8650,-20.0904,28205,North Carolina
5088,Houston,0.8,9.264,3,Central,kariox,Home Office,headset,Standard Class,2174,-13.896,77070,Texas
5089,Chicago,0.2,9.248,4,Central,kariox,Consumer,tablet,Standard Class,7455,3.1212,60623,Illinois
5090,Chicago,0.2,1036.624,2,Central,kariox,Consumer,laptop,Standard Class,7456,51.8312,60623,Illinois
5091,San Francisco,0,715.64,2,West,kariox,Corporate,battery,First Class,7908,178.91,94122,California
5092,Springfield,0,265.17,1,Central,kariox,Consumer,laptop,Standard Class,3112,47.7306,65807,Missouri
5093,Milwaukee,0,20.62,2,Central,kariox,Corporate,phone,Second Class,9891,9.6914,53209,Wisconsin
5094,San Francisco,0,37.17,9,West,kariox,Home Office,television,Same Day,8309,11.151,94122,California
5095,Houston,0.2,20.936,1,Central,kariox,Home Office,watch,Standard Class,5446,7.0659,77041,Texas
5096,Arlington,0,10.44,1,South,kariox,Home Office,headset,First Class,5244,4.8024,22204,Virginia
5097,Tampa,0.2,35.216,2,South,kariox,Corporate,television,Standard Class,834,2.6412,33614,Florida
5098,Tampa,0.2,23.696,2,South,kariox,Corporate,battery,Standard Class,835,6.5164,33614,Florida
5099,Tampa,0.5,265.475,1,South,fynota,Corporate,sweets,Standard Class,836,-111.4995,33614,Florida
5100,Rockford,0.8,11.416,4,Central,kariox,Home Office,headset,Standard Class,4237,-18.8364,61107,Illinois
5101,Mcallen,0.2,4.448,2,Central,kariox,Consumer,television,Standard Class,7072,0.3336,78501,Texas
5102,Mcallen,0.2,5.184,1,Central,kariox,Consumer,phone,Standard Class,7073,1.8144,78501,Texas
5103,Mcallen,0.2,175.92,5,Central,kariox,Consumer,television,Standard Class,7074,15.393,78501,Texas
5104,Mcallen,0.8,4.752,4,Central,kariox,Consumer,headset,Standard Class,7075,-8.316,78501,Texas
5105,Mcallen,0.2,13.344,2,Central,kariox,Consumer,charger,Standard Class,7076,1.0008,78501,Texas
5106,Houston,0.2,115.136,8,Central,fynota,Consumer,colddrinks,First Class,8705,11.5136,77041,Texas
5107,Columbia,0,27.42,3,East,qexty,Corporate,shorts,Standard Class,8759,9.3228,21044,Maryland
5108,New York City,0.1,253.764,2,East,qexty,Corporate,tshirts,Second Class,6762,31.0156,10035,New York
5109,Costa Mesa,0.2,119.616,8,West,kariox,Consumer,headset,Standard Class,497,40.3704,92627,California
5110,Costa Mesa,0,255.76,4,West,qexty,Consumer,shorts,Standard Class,498,81.8432,92627,California
5111,Costa Mesa,0.2,241.568,2,West,qexty,Consumer,tshirts,Standard Class,499,18.1176,92627,California
